  1000  19
   100.0
     10.0    -6.7965
     30.0    -6.0053
     50.0    -5.7395
     70.0    -5.5945
     90.0    -5.4992
    110.0    -5.4312
    130.0    -5.3818
    150.0    -5.3481
    170.0    -5.3299
    190.0    -5.3256
    210.0    -5.3272
    230.0    -5.3190
    250.0    -5.2768
    270.0    -5.1681
    290.0    -4.9631
    310.0    -4.6619
    330.0    -4.3128
    350.0    -4.0486
    370.0    -4.0431
    390.0    -4.2218
    410.0    -4.4305
    430.0    -4.6182
    450.0    -4.7735
    470.0    -4.8838
    490.0    -4.9195
    510.0    -4.8378
    530.0    -4.6209
    550.0    -4.3044
    570.0    -3.9741
    590.0    -3.8036
    610.0    -3.8990
    630.0    -4.1116
    650.0    -4.3273
    670.0    -4.5210
    690.0    -4.6927
    710.0    -4.8460
    730.0    -4.9829
    750.0    -5.1009
    770.0    -5.1864
    790.0    -5.2080
    810.0    -5.1773
    830.0    -5.2347
    850.0    -5.3837
    870.0    -5.5380
    890.0    -5.6748
    910.0    -5.7962
    930.0    -5.9063
    950.0    -6.0078
    970.0    -6.1012
    990.0    -6.1832
   1010.0    -6.2432
   1030.0    -6.2818
   1050.0    -6.3538
   1070.0    -6.4600
   1090.0    -6.5638
   1110.0    -6.3150
   1130.0    -6.3932
   1150.0    -6.4697
   1170.0    -6.5451
   1190.0    -6.6197
   1210.0    -6.6936
   1230.0    -6.7669
   1250.0    -6.8398
   1270.0    -6.9124
   1290.0    -6.9847
   1310.0    -7.0567
   1330.0    -7.1285
   1350.0    -7.2000
   1370.0    -7.2712
   1390.0    -7.3423
   1410.0    -7.4131
   1430.0    -7.4838
   1450.0    -7.5543
   1470.0    -7.6246
   1490.0    -7.6948
   1510.0    -7.7648
   1530.0    -7.8346
   1550.0    -7.9042
   1570.0    -7.9737
   1590.0    -8.0431
   1610.0    -8.1123
   1630.0    -8.1814
   1650.0    -8.2503
   1670.0    -8.3191
   1690.0    -8.3876
   1710.0    -8.4560
   1730.0    -8.5242
   1750.0    -8.5923
   1770.0    -8.6602
   1790.0    -8.7279
   1810.0    -8.7954
   1830.0    -8.8628
   1850.0    -8.9299
   1870.0    -8.9968
   1890.0    -9.0635
   1910.0    -9.1300
   1930.0    -9.1962
   1950.0    -9.2622
   1970.0    -9.3280
   1990.0    -9.3935
   2010.0    -9.4587
   2030.0    -9.5236
   2050.0    -9.5883
   2070.0    -9.6526
   2090.0    -9.7166
   2110.0    -9.7803
   2130.0    -9.8437
   2150.0    -9.9068
   2170.0    -9.9695
   2190.0   -10.0318
   2210.0   -10.0938
   2230.0   -10.1553
   2250.0   -10.2165
   2270.0   -10.2772
   2290.0   -10.3375
   2310.0   -10.3975
   2330.0   -10.4569
   2350.0   -10.5160
   2370.0   -10.5746
   2390.0   -10.6327
   2410.0   -10.6904
   2430.0   -10.7476
   2450.0   -10.8043
   2470.0   -10.8605
   2490.0   -10.9163
   2510.0   -10.9716
   2530.0   -11.0265
   2550.0   -11.0808
   2570.0   -11.1347
   2590.0   -11.1880
   2610.0   -11.2409
   2630.0   -11.2934
   2650.0   -11.3453
   2670.0   -11.3968
   2690.0   -11.4478
   2710.0   -11.4984
   2730.0   -11.5486
   2750.0   -11.5984
   2770.0   -11.6477
   2790.0   -11.6966
   2810.0   -11.7451
   2830.0   -11.7932
   2850.0   -11.8410
   2870.0   -11.8884
   2890.0   -11.9353
   2910.0   -11.9820
   2930.0   -12.0283
   2950.0   -12.0744
   2970.0   -12.1201
   2990.0   -12.1655
   3010.0   -12.2106
   3030.0   -12.2555
   3050.0   -12.3000
   3070.0   -12.3443
   3090.0   -12.3885
   3110.0   -12.4324
   3130.0   -12.4760
   3150.0   -12.5194
   3170.0   -12.5627
   3190.0   -12.6057
   3210.0   -12.6485
   3230.0   -12.6912
   3250.0   -12.7337
   3270.0   -12.7761
   3290.0   -12.8183
   3310.0   -12.8603
   3330.0   -12.9022
   3350.0   -12.9440
   3370.0   -12.9857
   3390.0   -13.0273
   3410.0   -13.0687
   3430.0   -13.1101
   3450.0   -13.1513
   3470.0   -13.1925
   3490.0   -13.2335
   3510.0   -13.2745
   3530.0   -13.3155
   3550.0   -13.3563
   3570.0   -13.3970
   3590.0   -13.4377
   3610.0   -13.4783
   3630.0   -13.5189
   3650.0   -13.5594
   3670.0   -13.5998
   3690.0   -13.6403
   3710.0   -13.6807
   3730.0   -13.7209
   3750.0   -13.7612
   3770.0   -13.8014
   3790.0   -13.8416
   3810.0   -13.8817
   3830.0   -13.9218
   3850.0   -13.9619
   3870.0   -14.0019
   3890.0   -14.0419
   3910.0   -14.0819
   3930.0   -14.1219
   3950.0   -14.1618
   3970.0   -14.2017
   3990.0   -14.2416
   4010.0   -14.2814
   4030.0   -14.3212
   4050.0   -14.3611
   4070.0   -14.4008
   4090.0   -14.4406
   4110.0   -14.4804
   4130.0   -14.5202
   4150.0   -14.5598
   4170.0   -14.5995
   4190.0   -14.6392
   4210.0   -14.6790
   4230.0   -14.7186
   4250.0   -14.7582
   4270.0   -14.7978
   4290.0   -14.8375
   4310.0   -14.8771
   4330.0   -14.9167
   4350.0   -14.9563
   4370.0   -14.9958
   4390.0   -15.0354
   4410.0   -15.0750
   4430.0   -15.1145
   4450.0   -15.1541
   4470.0   -15.1936
   4490.0   -15.2331
   4510.0   -15.2726
   4530.0   -15.3121
   4550.0   -15.3516
   4570.0   -15.3911
   4590.0   -15.4306
   4610.0   -15.4701
   4630.0   -15.5095
   4650.0   -15.5490
   4670.0   -15.5885
   4690.0   -15.6279
   4710.0   -15.6674
   4730.0   -15.7068
   4750.0   -15.7462
   4770.0   -15.7857
   4790.0   -15.8251
   4810.0   -15.8645
   4830.0   -15.9039
   4850.0   -15.9433
   4870.0   -15.9827
   4890.0   -16.0221
   4910.0   -16.0615
   4930.0   -16.1009
   4950.0   -16.1403
   4970.0   -16.1797
   4990.0   -16.2191
   5010.0   -16.2584
   5030.0   -16.2978
   5050.0   -16.3372
   5070.0   -16.3765
   5090.0   -16.4158
   5110.0   -16.4552
   5130.0   -16.4946
   5150.0   -16.5339
   5170.0   -16.5733
   5190.0   -16.6126
   5210.0   -16.6519
   5230.0   -16.6912
   5250.0   -16.7305
   5270.0   -16.7698
